ACCESSION_NUMBER	CIK	REGISTRANT_NAME	FILE_NUM	LEI	ADDRESS1	ADDRESS2	CITY	STATE	COUNTRY	ZIP	PHONE
0001145549-24-065128	0001352280	Columbia Funds Series Trust II	811-21852	549300ETFU8G7TK7WT48	290 Congress Street		Boston	US-MA	US	02110	800-345-6611
0001145549-24-065132	0001097519	Columbia Funds Series Trust	811-09645	549300712V4UL3XCAB43	290 Congress Street		Boston	US-MA	US	02110	800-345-6611
0001752724-24-237102	0000798244	MFS SERIES TRUST I	811-04777	549300QRB5FQ35HH3533	111 HUNTINGTON AVENUE		BOSTON	US-MA	US	02199	617-954-5000
0001145549-24-065138	0000773757	Columbia Funds Series Trust I	811-04367	549300W5GIE6ZOZOTD82	290 Congress Street		Boston	US-MA	US	02110	800-345-6611
0001752724-24-237093	0000783740	MFS SERIES TRUST X	811-04492	5493001MUVNRNUPJY164	111 HUNTINGTON AVENUE		BOSTON	US-MA	US	02199	617-954-5000
0001145549-24-065122	0001352280	Columbia Funds Series Trust II	811-21852	549300ETFU8G7TK7WT48	290 Congress Street		Boston	US-MA	US	02110	800-345-6611
0001752724-24-237086	0000798244	MFS SERIES TRUST I	811-04777	549300QRB5FQ35HH3533	111 HUNTINGTON AVENUE		BOSTON	US-MA	US	02199	617-954-5000
0001752724-24-237100	0000798244	MFS SERIES TRUST I	811-04777	549300QRB5FQ35HH3533	111 HUNTINGTON AVENUE		BOSTON	US-MA	US	02199	617-954-5000
0001752724-24-237083	0000783740	MFS SERIES TRUST X	811-04492	5493001MUVNRNUPJY164	111 HUNTINGTON AVENUE		BOSTON	US-MA	US	02199	617-954-5000
0001752724-24-237103	0000783740	MFS SERIES TRUST X	811-04492	5493001MUVNRNUPJY164	111 HUNTINGTON AVENUE		BOSTON	US-MA	US	02199	617-954-5000
0001752724-24-237402	0001174610	ProShares Trust	811-21114	5493005D9DS7C1P5AM59	7272 Wisconsin Avenue		Bethesda	US-MD	US	20814	240-497-6400
0001752724-24-237392	0001174610	ProShares Trust	811-21114	5493005D9DS7C1P5AM59	7272 Wisconsin Avenue		Bethesda	US-MD	US	20814	240-497-6400
0001752724-24-237420	0001174610	ProShares Trust	811-21114	5493005D9DS7C1P5AM59	7272 Wisconsin Avenue		Bethesda	US-MD	US	20814	240-497-6400
0001752724-24-237417	0001174610	ProShares Trust	811-21114	5493005D9DS7C1P5AM59	7272 Wisconsin Avenue		Bethesda	US-MD	US	20814	240-497-6400
0001752724-24-237427	0001174610	ProShares Trust	811-21114	5493005D9DS7C1P5AM59	7272 Wisconsin Avenue		Bethesda	US-MD	US	20814	240-497-6400
0001752724-24-237393	0001174610	ProShares Trust	811-21114	5493005D9DS7C1P5AM59	7272 Wisconsin Avenue		Bethesda	US-MD	US	20814	240-497-6400
0001752724-24-237441	0001174610	ProShares Trust	811-21114	5493005D9DS7C1P5AM59	7272 Wisconsin Avenue		Bethesda	US-MD	US	20814	240-497-6400
0001752724-24-268956	0000874964	LAZARD FUNDS INC	811-06312	FHQ86OSTXPK3IHDU6X52	30 ROCKEFELLER PLAZA		NEW YORK	US-NY	US	10112	212-632-6000
0001752724-24-269315	0001472215	Nuveen Mortgage and Income Fund	811-22329	07Q4EPZRU8XATVYVY545	333 W. Wacker Dr		Chicago	US-IL	US	60606	312-917-7700
0001752724-24-269316	0001084380	TIAA-CREF Funds	811-09301	549300L8R42TEBN5NG46	730 Third Avenue		New York	US-NY	US	10017	800-842-2733
0001752724-24-269070	0001314414	Northern Lights Fund Trust	811-21720	549300BSYF57GRCG4861	225 PICTORIA DRIVE	SUITE 450	CINCINNATI	US-OH	US	45246	631-470-2600
0001752724-24-269388	0001257927	Weitz Funds	811-21410	5493001DCTX72JLZFE90	3555 FARNAM ST	Suite 800	OMAHA	US-NE	US	68131	402-391-1980
0001752724-24-269319	0000777535	College Retirement Equities Fund	811-04415	549300W86TWR1A52Z652	730 Third Avenue		New York	US-NY	US	10017	212-490-9000
0001752724-24-269175	0002000645	OCTAGON XAI CLO INCOME FUND	811-23915	254900YSMZ51M668KY67	321 NORTH CLARK STREET #2430		CHICAGO	US-IL	US	60654	3123746930
0001752724-24-269221	0001355064	MUTUAL FUND SERIES TRUST	811-21872	5493002ZGLQMLR4QMA96	C/O GEMINI FUND SERVICES LLC	4221 North 203rd Street, Suite 100	ELKHORN	US-NE	US	68022	631-470-2600
0001752724-24-269390	0001257927	Weitz Funds	811-21410	5493001DCTX72JLZFE90	3555 FARNAM ST	Suite 800	OMAHA	US-NE	US	68131	402-391-1980
0001145549-24-074162	0001794041	Franklin BSP Private Credit Fund	811-23492	549300EZ3TEPDZJ0NK72	9 West 57th Street	Suite 4920	New York	US-NY	US	10019	212-588-6770
0001752724-24-269313	0000890119	Nuveen Select Maturities Municipal Fund	811-07056	5493004ODX60CHWL4U41	333 W. Wacker Dr		Chicago	US-IL	US	60606	312-917-7700
0001752724-24-269371	0001719812	Collaborative Investment Series Trust	811-23306	549300H9U9P1LQU16S78	500 Damonte Ranch Parkway	Building 700 Unit 700	Reno	US-NV	US	89521	775-460-2204
0001752724-24-269374	0001719812	Collaborative Investment Series Trust	811-23306	549300H9U9P1LQU16S78	500 Damonte Ranch Parkway	Building 700 Unit 700	Reno	US-NV	US	89521	775-460-2204
0001752724-24-269395	0001771146	ETF Opportunities Trust	811-23439	549300FWST5041130Z58	8730 Stony Point Parkway	Suite 205	Richmond	US-VA	US	23235	804-267-7400
0001752724-24-269403	0000934563	HC Capital Trust	811-08918	549300WBB2KZ0XDJW948	Five Tower Bridge, 300 Barr Harbor	5th Floor	West Conshohocken	US-PA	US	19428	610-828-7200
0001752724-24-269408	0000934563	HC Capital Trust	811-08918	549300WBB2KZ0XDJW948	Five Tower Bridge, 300 Barr Harbor	5th Floor	West Conshohocken	US-PA	US	19428	610-828-7200
0001752724-24-269929	0001738078	BlackRock Funds V	811-23339	54930077DSFQPJDWM487	100 Bellevue Parkway		Wilmington	US-DE	US	19809	800-441-7762
0001752724-24-269951	0000319108	BlackRock Series Fund, Inc.	811-03091	5493003PV3Y6OZI6HR61	100 Bellevue Parkway		Wilmington	US-DE	US	19809	800-441-7762
0001752724-24-269837	0000890540	ADVISORS' INNER CIRCLE FUND II	811-07102	549300OEHDTB2ALCAX69	ONE FREEDOM VALLEY DRIVE		OAKS	US-PA	US	19456	8774463863
0001145549-24-074894	0000933691	JNL Series Trust	811-8894	549300T5WIPN6IWM0D45	1 Corporate Way		Lansing	US-MI	US	48951	517-367-4336
0001145549-24-074880	0000933691	JNL Series Trust	811-8894	549300T5WIPN6IWM0D45	1 Corporate Way		Lansing	US-MI	US	48951	517-367-4336
0001145549-24-074873	0000933691	JNL Series Trust	811-8894	549300T5WIPN6IWM0D45	1 Corporate Way		Lansing	US-MI	US	48951	517-367-4336
0001752724-24-267504	0000075398	Western Asset Investment Grade Income Fund Inc.	811-02351	549300W1ZCJRJ5Y1E041	620 Eighth Avenue	47th Floor	New York	US-NY	US	10018	1-888-777-0102
0001752724-24-267513	0000880366	Legg Mason Partners Investment Trust	811-06444	5493006N9MF7V29DK342	620 Eighth Avenue	47thFloor	New York	US-NY	US	10018	1-877-721-1926
0001752724-24-267620	0001314414	Northern Lights Fund Trust	811-21720	549300BSYF57GRCG4861	225 PICTORIA DRIVE	SUITE 450	CINCINNATI	US-OH	US	45246	631-470-2600
0001145549-24-073271	0000811030	Professionally Managed Portfolios	811-05037	254900BPISCYGRJD2727	615 East Michigan Street		Milwaukee	US-WI	US	53202	414-516-1523
0001752724-24-267638	0000930709	PIONEER VARIABLE CONTRACTS TRUST /MA/	811-08786	549300VNR8Z3H6PB2X77	60 State Street		Boston	US-MA	US	02109	617-422-4947
0001145549-24-073284	0002015571	TCW Spirit Direct Lending LLC	811-23967	254900HBORRAR467V946	515 SOUTH FLOWER STREET		LOS ANGELES	US-CA	US	90071	213-244-0687
0001752724-24-267655	0000814679	Advanced Series Trust	811-05186	549300VWSUPW8FKG9V43	655 Broad Street		Newark	US-NJ	US	07102-4077	1-888-778-2888
0001752724-24-267720	0000814679	Advanced Series Trust	811-05186	549300VWSUPW8FKG9V43	655 Broad Street		Newark	US-NJ	US	07102-4077	1-888-778-2888
0001752724-24-268935	0000874964	LAZARD FUNDS INC	811-06312	FHQ86OSTXPK3IHDU6X52	30 ROCKEFELLER PLAZA		NEW YORK	US-NY	US	10112	212-632-6000
0001752724-24-268854	0001100663	iShares Trust	811-09729	5493000860OXIC4B5K91	400 Howard Street		San Francisco	US-CA	US	94105	800-474-2737
0001752724-24-268928	0000874964	LAZARD FUNDS INC	811-06312	FHQ86OSTXPK3IHDU6X52	30 ROCKEFELLER PLAZA		NEW YORK	US-NY	US	10112	212-632-6000
0001752724-24-268941	0000874964	LAZARD FUNDS INC	811-06312	FHQ86OSTXPK3IHDU6X52	30 ROCKEFELLER PLAZA		NEW YORK	US-NY	US	10112	212-632-6000
0001752724-24-269223	0001355064	MUTUAL FUND SERIES TRUST	811-21872	5493002ZGLQMLR4QMA96	C/O GEMINI FUND SERVICES LLC	4221 North 203rd Street, Suite 100	ELKHORN	US-NE	US	68022	631-470-2600
0001752724-24-269314	0001084380	TIAA-CREF Funds	811-09301	549300L8R42TEBN5NG46	730 Third Avenue		New York	US-NY	US	10017	800-842-2733
0001752724-24-269318	0001068204	TIAA-CREF Life Funds	811-08961	549300U685X5JUG16Q88	730 Third Avenue		New York	US-NY	US	10017	800-842-2733
0001752724-24-269376	0001719812	Collaborative Investment Series Trust	811-23306	549300H9U9P1LQU16S78	500 Damonte Ranch Parkway	Building 700 Unit 700	Reno	US-NV	US	89521	775-460-2204
0001752724-24-269368	0001719812	Collaborative Investment Series Trust	811-23306	549300H9U9P1LQU16S78	500 Damonte Ranch Parkway	Building 700 Unit 700	Reno	US-NV	US	89521	775-460-2204
0001752724-24-269320	0000820892	Nuveen Investment Funds, Inc.	811-05309	549300L93TESPETT4366	333 W. Wacker Dr		Chicago	US-IL	US	60606	312-917-7700
0001752724-24-269396	0001771146	ETF Opportunities Trust	811-23439	549300FWST5041130Z58	8730 Stony Point Parkway	Suite 205	Richmond	US-VA	US	23235	804-267-7400
0001752724-24-269404	0000934563	HC Capital Trust	811-08918	549300WBB2KZ0XDJW948	Five Tower Bridge, 300 Barr Harbor	5th Floor	West Conshohocken	US-PA	US	19428	610-828-7200
0001752724-24-269369	0001719812	Collaborative Investment Series Trust	811-23306	549300H9U9P1LQU16S78	500 Damonte Ranch Parkway	Building 700 Unit 700	Reno	US-NV	US	89521	775-460-2204
0001752724-24-269393	0001257927	Weitz Funds	811-21410	5493001DCTX72JLZFE90	3555 FARNAM ST	Suite 800	OMAHA	US-NE	US	68131	402-391-1980
0001752724-24-289085	0000892071	TCW FUNDS INC	811-07170	54930078E2I2DS4UJ217	515 South Flower Street		LOS ANGELES	US-CA	US	90071	213-244-0000
0001752724-24-289084	0000892071	TCW FUNDS INC	811-07170	54930078E2I2DS4UJ217	515 South Flower Street		LOS ANGELES	US-CA	US	90071	213-244-0000
0001752724-24-289094	0000892071	TCW FUNDS INC	811-07170	54930078E2I2DS4UJ217	515 South Flower Street		LOS ANGELES	US-CA	US	90071	213-244-0000
0001752724-24-289108	0000351601	RUSSELL INVESTMENT CO	811-03153	549300J63VJ9OS4TCK93	1301 SECOND AVENUE	18TH FLOOR	SEATTLE	US-WA	US	98101	800-787-7354
0001752724-24-289123	0000351601	RUSSELL INVESTMENT CO	811-03153	549300J63VJ9OS4TCK93	1301 SECOND AVENUE	18TH FLOOR	SEATTLE	US-WA	US	98101	800-787-7354
0001145549-24-079505	0000092500	Steward Funds Inc	811-01597	549300RMO0BOXYR4QF39	15375 Memorial Drive, Suite 200		Houston	US-TX	US	77079	713-260-9000
0001592900-24-002635	0001592900	EA Series Trust	811-22961	5493004OW9VWINAYRX18	19 E Eagle Road		Havertown	US-PA	US	PA	2158829983
0001592900-24-002647	0001592900	EA Series Trust	811-22961	5493004OW9VWINAYRX18	19 E Eagle Road		Havertown	US-PA	US	PA	2158829983
0001592900-24-002671	0001592900	EA Series Trust	811-22961	5493004OW9VWINAYRX18	19 E Eagle Road		Havertown	US-PA	US	PA	2158829983
0001592900-24-002677	0001592900	EA Series Trust	811-22961	5493004OW9VWINAYRX18	19 E Eagle Road		Havertown	US-PA	US	PA	2158829983
0001795351-24-000555	0001795351	T. Rowe Price Exchange-Traded Funds, Inc.	811-23494	549300XZPUK24E1UMH17	100 East Pratt Street		Baltimore	US-MD	US	21202	410-345-2000
0001752724-24-290985	0001605941	1290 Funds	811-22959	5493000PXD0IQID6H351	1345 Avenue of the Americas		New York	US-NY	US	10105	212-554-1234
0001752724-24-291260	0000896162	DFA INVESTMENT TRUST CO	811-07436	549300FSKWEXKF6YBM56	6300 BEE CAVE ROAD	BUILDING ONE	AUSTIN	US-TX	US	78746	512-306-7400
0001752724-24-290988	0001605941	1290 Funds	811-22959	5493000PXD0IQID6H351	1345 Avenue of the Americas		New York	US-NY	US	10105	212-554-1234
0001752724-24-291267	0000355437	DFA INVESTMENT DIMENSIONS GROUP INC	811-03258	549300XGRTBJCE41BD26	6300 BEE CAVE ROAD	BUILDING ONE	AUSTIN	US-TX	US	78746	512-306-7400
0001752724-24-291269	0000355437	DFA INVESTMENT DIMENSIONS GROUP INC	811-03258	549300XGRTBJCE41BD26	6300 BEE CAVE ROAD	BUILDING ONE	AUSTIN	US-TX	US	78746	512-306-7400
0001752724-24-290997	0001605941	1290 Funds	811-22959	5493000PXD0IQID6H351	1345 Avenue of the Americas		New York	US-NY	US	10105	212-554-1234
0001752724-24-291272	0000355437	DFA INVESTMENT DIMENSIONS GROUP INC	811-03258	549300XGRTBJCE41BD26	6300 BEE CAVE ROAD	BUILDING ONE	AUSTIN	US-TX	US	78746	512-306-7400
0001752724-24-291288	0000355437	DFA INVESTMENT DIMENSIONS GROUP INC	811-03258	549300XGRTBJCE41BD26	6300 BEE CAVE ROAD	BUILDING ONE	AUSTIN	US-TX	US	78746	512-306-7400
0001752724-24-291338	0001469192	NEW YORK LIFE INVESTMENTS FUNDS TRUST	811-22321	549300SQRLBSUG7RD002	51 Madison Avenue		New York	US-NY	US	10010	212-576-7000
0001752724-24-291314	0000787441	NEW YORK LIFE INVESTMENTS FUNDS	811-04550	549300PAI7XEJSNBJ671	51 Madison Avenue		New York	US-NY	US	10010	212-576-7000
0001752724-24-291336	0000787441	NEW YORK LIFE INVESTMENTS FUNDS	811-04550	549300PAI7XEJSNBJ671	51 Madison Avenue		New York	US-NY	US	10010	212-576-7000
0001752724-24-300136	0001816125	Dimensional ETF Trust	811-23580	549300TQ0DPO13B72F34	6300 Bee Cave Road	Building One	Austin	US-TX	US	78746	512-306-7400
0001752724-24-300149	0001816125	Dimensional ETF Trust	811-23580	549300TQ0DPO13B72F34	6300 Bee Cave Road	Building One	Austin	US-TX	US	78746	512-306-7400
0001752724-24-300153	0001816125	Dimensional ETF Trust	811-23580	549300TQ0DPO13B72F34	6300 Bee Cave Road	Building One	Austin	US-TX	US	78746	512-306-7400
0002000324-24-003550	0001924868	Tidal Trust II	811-23793	549300BGXECFCIZF2P89	234 West Florida Street	Suite 203	Milwaukee	US-WI	US	53204	8449867676
0001752724-24-300240	0000826644	AIM Investment Funds (Invesco Investment Funds)	811-05426	Y5W0BJB7U2X9V6NIC803	11 Greenway Plaza	Suite 1000	Houston	US-TX	US	77046-1173	800-959-4246
0001752724-24-300416	0001872555	Catholic Responsible Investments Funds	811-23718	549300NTV87BU611VE10	ONE FREEDOM VALLEY DRIVE		OAKS	US-PA	US	19456	6106761000
0001752724-24-300410	0001872555	Catholic Responsible Investments Funds	811-23718	549300NTV87BU611VE10	ONE FREEDOM VALLEY DRIVE		OAKS	US-PA	US	19456	6106761000
0001752724-24-300238	0000826644	AIM Investment Funds (Invesco Investment Funds)	811-05426	Y5W0BJB7U2X9V6NIC803	11 Greenway Plaza	Suite 1000	Houston	US-TX	US	77046-1173	800-959-4246
0001145549-24-071565	0001872253	Total Fund Solution	811-23724	549300CL4E1CB85QJL55	615 E. Michigan Street		Milwaukee	US-WI	US	53202	626-914-7363
0001145549-24-071342	0001821505	E-Valuator Funds Trust	811-23606	549300CCO563RC43JL59	7760 France Avenue South, Suite 925		Bloomington	US-MN	US	55435	8556219877
0001145549-24-071564	0001872253	Total Fund Solution	811-23724	549300CL4E1CB85QJL55	615 E. Michigan Street		Milwaukee	US-WI	US	53202	626-914-7363
0001145549-24-071569	0001872253	Total Fund Solution	811-23724	549300CL4E1CB85QJL55	615 E. Michigan Street		Milwaukee	US-WI	US	53202	626-914-7363
0001752724-24-264311	0001777529	Alpha Alternative Assets Fund	811-23447	549300IGRHHQ7AXCO313	1615 South Congress Avenue Suite 103		Delray Beach	US-FL	US	33445	9493269796
0001752724-24-264227	0000792359	Virtus Variable Insurance Trust	811-04642	5493003VWTC7OD2WQT04	One Financial Plaza		Hartford	US-CT	US	06103	800-248-4790
0001752724-24-264319	0000867297	Virtus Investment Trust	811-06161	549300JFX7YJRKFQYL29	101 Munson Street		Greenfield	US-MA	US	01301-9668	800-243-1574
0001752724-24-264306	0001046292	Goldman Sachs Variable Insurance Trust	811-08361	H39OGLUI7D5CIH8CZ870	200 West Street		New York	US-NY	US	10282	312-655-4400
0001752724-24-264318	0001018593	Virtus Asset Trust	811-07705	5493001887IYOL1CRU72	101 Munson Street		Greenfield	US-MA	US	01301-9668	800-263-4790
0001145549-24-071949	0001359057	Manager Directed Portfolios	811-21897	549300WAC9XE08QLVP90	615 E. Michigan Street		Milwaukee	US-WI	US	53202	4145163123
0001145549-24-072050	0000711080	Touchstone Strategic Trust	811-03651	5493006Z577I3GNQF624	303 Broadway	Suite 1100	Cincinnati	US-OH	US	45202	8006388194
0001752724-24-264313	0001018593	Virtus Asset Trust	811-07705	5493001887IYOL1CRU72	101 Munson Street		Greenfield	US-MA	US	01301-9668	800-263-4790
0001145549-24-072017	0001919700	Touchstone ETF Trust	811-23789	549300OBA9Z9MIVJ9W43	303 Broadway	Suite 1100	Cincinnati	US-OH	US	45202	8006388194
0001145549-24-072045	0000914243	Touchstone Funds Group Trust	811-08104	5493006SE4K8V7N8TJ90	303 Broadway	Suite 1100	Cincinnati	US-OH	US	45202	8006388194
0001145549-24-072058	0000908186	American Century Capital Portfolios, Inc.	811-07820	54930011K8R4RJDCY258	4500 Main St		Kansas City	US-MO	US	64111	816-531-5575
0001145549-24-072013	0001919700	Touchstone ETF Trust	811-23789	549300OBA9Z9MIVJ9W43	303 Broadway	Suite 1100	Cincinnati	US-OH	US	45202	8006388194
0001752724-24-264552	0001168164	SPDR INDEX SHARES FUNDS	811-21145	5493001XGU6MOBRXUU78	One Iron Street		Boston	US-MA	US	02210	617-664-7037
0001145549-24-072054	0000711080	Touchstone Strategic Trust	811-03651	5493006Z577I3GNQF624	303 Broadway	Suite 1100	Cincinnati	US-OH	US	45202	8006388194
0001145549-24-072052	0000711080	Touchstone Strategic Trust	811-03651	5493006Z577I3GNQF624	303 Broadway	Suite 1100	Cincinnati	US-OH	US	45202	8006388194
0001145549-24-072066	0000773674	American Century Government Income Trust	811-04363	5493006ATS1M2OACE377	4500 Main St		Kansas City	US-MO	US	64111	816-531-5575
0001145549-24-072075	0000908406	American Century Investment Trust	811-07822	549300RGSU9J1L1HFF90	4500 Main St		Kansas City	US-MO	US	64111	816-531-5575
0001398344-24-022139	0000067160	MML SERIES INVESTMENT FUND	811-02224	VQ1HG47DNRJG3HBJH467	1295 State Street		Springfield	US-MA	US	01111-0001	4137441000
0001145549-24-076402	0001587982	INVESTMENT MANAGERS SERIES TRUST II	811-22894	549300NRIBSC1UHX5D84	235 WEST GALENA STREET		MILWAUKEE 	US-WI	US	532123948	4142992000
0001145549-24-076403	0001587982	INVESTMENT MANAGERS SERIES TRUST II	811-22894	549300NRIBSC1UHX5D84	235 WEST GALENA STREET		MILWAUKEE 	US-WI	US	532123948	4142992000
0001752724-24-274738	0001498612	Cohen & Steers Select Preferred & Income Fund, Inc.	811-22455	OEZWCTDD06SJTYUH4E15	1166 Avenue of the Americas,	30th Floor	NEW YORK	US-NY	US	10036	212-832-3232
0001752724-24-274674	0001534881	Aspiriant Trust	811-22648	549300G6IDUM5FT86W78	11100 Santa Monica Boulevard	Suite 600	Los Angeles	US-CA	US	90025	310-806-4000
0001398344-24-022155	0000067160	MML SERIES INVESTMENT FUND	811-02224	VQ1HG47DNRJG3HBJH467	1295 State Street		Springfield	US-MA	US	01111-0001	4137441000
0001752724-24-274710	0000810902	BARON INVESTMENT FUNDS TRUST (f/k/a BARON ASSET FUND)	811-05032	549300QG0RSSKFZ1ZK02	767 FIFTH AVE	49TH FL	NEW YORK	US-NY	US	10153	212-583-2000
0001752724-24-274720	0001972459	Texas Capital Funds Trust	811-23862	5493000G2QL8E6DLMO62	2000 MCKINNEY AVENUE		Dallas	US-TX	US	75201	945-229-5947
0001398344-24-022137	0000067160	MML SERIES INVESTMENT FUND	811-02224	VQ1HG47DNRJG3HBJH467	1295 State Street		Springfield	US-MA	US	01111-0001	4137441000
0001752724-24-274784	0000892538	SUNAMERICA SERIES TRUST	811-07238	549300YDIAXUNCUXFM44	21650 Oxnard Street, 10th Floor		Woodland Hills	US-CA	US	91367	800-445-7862
0001752724-24-274825	0000896435	AIM Variable Insurance Funds (Invesco Variable Insurance Funds)	811-07452	FC4UULIMJMGKBDUARB13	11 Greenway Plaza	Suite 1000	Houston	US-TX	US	77046-1173	800-959-4246
0001752724-24-274744	0000891290	COHEN & STEERS TOTAL RETURN REALTY FUND INC	811-07154	GX4NWLLSAEWW78DPBS49	1166 Avenue of the Americas,	30th Floor	NEW YORK	US-NY	US	10036	212-832-3232
0001752724-24-274854	0001609706	Cross Shore Discovery Fund	811-22976	549300FIOYAHZ5RDKV81	225 Pictoria Drive	Suite 450	Cincinnati	US-OH	US	45246	513-587-3400
0001752724-24-274779	0000892538	SUNAMERICA SERIES TRUST	811-07238	549300YDIAXUNCUXFM44	21650 Oxnard Street, 10th Floor		Woodland Hills	US-CA	US	91367	800-445-7862
0001145549-24-076605	0000030126	RMB Investors Trust	811-00994	549300570F7FXT1I1D59	115 South LaSalle Street	34th Floor	Chicago	US-IL	US	60603	800-462-2392
0001752724-24-274845	0000896435	AIM Variable Insurance Funds (Invesco Variable Insurance Funds)	811-07452	FC4UULIMJMGKBDUARB13	11 Greenway Plaza	Suite 1000	Houston	US-TX	US	77046-1173	800-959-4246
0001752724-24-274823	0001199046	Unified Series Trust	811-21237	549300NFHRL589EP7U13	225 Pictoria Drive	Suite 450	Cincinnati	US-OH	US	45246	513-587-3400
0001752724-24-274696	0001628040	ALTERNATIVE CREDIT INCOME FUND	811-23016	5493009OLK7YNEV7J460	650 MADISON AVENUE 3RD FLOOR		NEW YORK	US-NY	US	10022	2128912880
0001145549-24-076620	0000822519	Concorde Funds Inc	811-05339	549300M1O7ZH5YKQ4R17	8383 Preston Center Plaza Drive	Suite 360	Dallas	US-TX	US	75225	972-701-5400
0001398344-24-022160	0000067160	MML SERIES INVESTMENT FUND	811-02224	VQ1HG47DNRJG3HBJH467	1295 State Street		Springfield	US-MA	US	01111-0001	4137441000
0001752724-24-274833	0000019034	AIM Funds Group (Invesco Funds Group)	811-01540	1ODH4SYBPQZPT2C7II95	11 Greenway Plaza	Suite 1000	Houston	US-TX	US	77046-1173	800-959-4246
0001752724-24-296844	0001545440	Ultimus Managers Trust	811-22680	549300FU214TAR7BFY91	225 Pictoria Drive	Suite 450	Cincinnati	US-OH	US	45246	513-587-3400
0001752724-24-296925	0001606378	Eubel Brady & Suttman Mutual Fund Trust	811-22960	549300DOIRLUVPKFB434	10100 Innovation Drive	Suite 410	Dayton	US-OH	US	45342	937-291-1223
0001752724-24-296935	0001506213	Strategy Shares	811-22497	00000000000000000000	2960 NORTH MERIDIAN STREET SUITE: 300		INDIANAPOLIS	US-IN	US	46208	855-477-3837
0001752724-24-296934	0001506213	Strategy Shares	811-22497	00000000000000000000	2960 NORTH MERIDIAN STREET SUITE: 300		INDIANAPOLIS	US-IN	US	46208	855-477-3837
0001752724-24-296845	0001545440	Ultimus Managers Trust	811-22680	549300FU214TAR7BFY91	225 Pictoria Drive	Suite 450	Cincinnati	US-OH	US	45246	513-587-3400
0001752724-24-296939	0001506213	Strategy Shares	811-22497	00000000000000000000	2960 NORTH MERIDIAN STREET SUITE: 300		INDIANAPOLIS	US-IN	US	46208	855-477-3837
0001752724-24-296943	0000908695	Victory Portfolios III	811-07852	549300WIDR2J6W1Y9S11	15935 La Cantera Pkwy Building Two		San Antonio	US-TX	US	78256	800-235-8396
0001752724-24-296951	0000908695	Victory Portfolios III	811-07852	549300WIDR2J6W1Y9S11	15935 La Cantera Pkwy Building Two		San Antonio	US-TX	US	78256	800-235-8396
0001752724-24-296936	0001506213	Strategy Shares	811-22497	00000000000000000000	2960 NORTH MERIDIAN STREET SUITE: 300		INDIANAPOLIS	US-IN	US	46208	855-477-3837
0001752724-24-296953	0000908695	Victory Portfolios III	811-07852	549300WIDR2J6W1Y9S11	15935 La Cantera Pkwy Building Two		San Antonio	US-TX	US	78256	800-235-8396
0001752724-24-296954	0000908695	Victory Portfolios III	811-07852	549300WIDR2J6W1Y9S11	15935 La Cantera Pkwy Building Two		San Antonio	US-TX	US	78256	800-235-8396
0001752724-24-296944	0000908695	Victory Portfolios III	811-07852	549300WIDR2J6W1Y9S11	15935 La Cantera Pkwy Building Two		San Antonio	US-TX	US	78256	800-235-8396
0001752724-24-296945	0000908695	Victory Portfolios III	811-07852	549300WIDR2J6W1Y9S11	15935 La Cantera Pkwy Building Two		San Antonio	US-TX	US	78256	800-235-8396
0001752724-24-296949	0000908695	Victory Portfolios III	811-07852	549300WIDR2J6W1Y9S11	15935 La Cantera Pkwy Building Two		San Antonio	US-TX	US	78256	800-235-8396
0001752724-24-296961	0000908695	Victory Portfolios III	811-07852	549300WIDR2J6W1Y9S11	15935 La Cantera Pkwy Building Two		San Antonio	US-TX	US	78256	800-235-8396
0001752724-24-296958	0000908695	Victory Portfolios III	811-07852	549300WIDR2J6W1Y9S11	15935 La Cantera Pkwy Building Two		San Antonio	US-TX	US	78256	800-235-8396
0001752724-24-296959	0000908695	Victory Portfolios III	811-07852	549300WIDR2J6W1Y9S11	15935 La Cantera Pkwy Building Two		San Antonio	US-TX	US	78256	800-235-8396
0001752724-24-296957	0000908695	Victory Portfolios III	811-07852	549300WIDR2J6W1Y9S11	15935 La Cantera Pkwy Building Two		San Antonio	US-TX	US	78256	800-235-8396
0001752724-24-296978	0001552947	Two Roads Shared Trust	811-22718	549300REHU8QC2CK4V30	225 PICTORIA DRIVE	SUITE 450	CINCINNATI	US-OH	US	45246	402-895-1600
0001752724-24-297013	0000701939	SEI DAILY INCOME TRUST	811-03451	LTKY0J47NCTZPKTU4C46	2 OLIVER STREET		BOSTON	US-MA	US	02109	8003455734
0001752724-24-296976	0001552947	Two Roads Shared Trust	811-22718	549300REHU8QC2CK4V30	225 PICTORIA DRIVE	SUITE 450	CINCINNATI	US-OH	US	45246	402-895-1600
0001752724-24-297014	0000701939	SEI DAILY INCOME TRUST	811-03451	LTKY0J47NCTZPKTU4C46	2 OLIVER STREET		BOSTON	US-MA	US	02109	8003455734
0001145549-24-081205	0001027596	Advisors Series Trust	811-07959	2549003Z0J6URS6I4Y63	615 East Michigan Street		Milwaukee	US-WI	US	53202	626-914-7363
0001752724-24-272884	0000778207	TRANSAMERICA SERIES TRUST	811-04419	5493000QR1WGXIM5V222	1801 CALIFORNIA STREET	SUITE 5200	DENVER	US-CO	US	80202	720-493-4256
